cleaned_text,label_numeric,label,dominant_topic
"Trump Explains Why He Fired James Comey, F*cks Up And Admits He Should Be Impeached After kicking the morning off with a tweet storm attacking Democrats for criticizing his choice to fire FBI Director James Comey, Trump only seemed to make matters worse as the day went on.While meeting with pool reporters in the White House, Trump gave a public explanation for the termination of Comey, and accidentally made himself look horrible in the process. Keeping his message short and sweet, Trump said that the reason he fired Comey was because: He wasn t doing a good job, very simply. He was not doing a good job. You can watch that baffling moment below, where Trump cluelessly insults himself and ignored every question about Russia before kicking all the reporters out:That s certainly a strange thing for Trump to say, because by now he must know that his own approval rating is historically low and it continues to plummet with every failure his administration suffers. If Trump agrees that an FBI Director can be fired for their poor performance, it only makes sense that the same should apply to Trump.There s overwhelming evidence that Trump s job performance sucks and it s not just his disastrous approval rating or the fact that polls show that most Americans want him out. From Trump s failed Muslim travel ban to his disgusting American Health Care Act , Trump s first 100 days have been filled with failure after failure. There have been several times where Trump had to resort to taking credit for former President Barack Obama s work just to save his image.America is so much worse off now that Trump is in the White House, and if the country has to suffer through the rest of his term, the damage may be irreversible by the time we get a more qualified POTUS. But today, Trump accidentally said those magic words: if Comey can be fired for doing a bad job, so should he.Featured image via Pool / Getty Images",0,Fake,5
"Trump's high court pick vows independence, says he is no 'rubber stamp' WASHINGTON - U.S. Supreme Court nominee Neil Gorsuch on Tuesday pledged independence from President Donald Trump, bristled at his criticism of the judiciary and said not even the president is above the law amid Democratic concerns he would be beholden to the man who selected him. Answering questions from senators during a more than 11-hour session on the second day of his Senate Judiciary Committee confirmation hearing, Gorsuch said Trump never asked him to overturn the 1973 Supreme Court ruling legalizing abortion nationwide, saying if the Republican president had done so, “I would have walked out the door.” Trump promised during last year’s presidential campaign to appoint an anti-abortion justice who would overturn the landmark Roe v. Wade ruling, which many conservatives want reversed. If confirmed by the Senate as expected to fill a 13-month-old vacancy, Gorsuch would restore the nine-seat court's conservative majority at a time when Republicans control Congress and the White House. But the conservative federal appeals court judge from Colorado repeatedly said he was beyond politics. “When I became a judge, they gave me a gavel not a rubber stamp,” Gorsuch said. “I am my own man,” he added. Trump has assailed the judiciary both as a candidate and since taking office on Jan. 20. He condemned federal judges who put on hold his two executive orders to ban the entry into the United States of people from several Muslim-majority countries, calling one a “so-called judge” and suggesting that blame for a future terrorist attack should go to the courts. “When anyone criticizes the honesty or integrity or the motives of a federal judge, well I find that disheartening, I find that demoralizing, because I know the truth,” Gorsuch said. When Democratic Senator Richard Blumenthal asked if that included Trump, Gorsuch said, “Anyone is anyone.” Gorsuch previously made similar remarks in private to senators including Blumenthal, but Trump at the time accused Blumenthal of misrepresenting Gorsuch’s comments. Trump indicated in a speech on Tuesday night that his approach was unlikely to change. “The courts are not helping us, to be honest, it’s ridiculous. Somebody said I should not criticize judges, OK, I’ll criticize judges,” he said. Gorsuch’s steady, measured performance during the marathon session, marked by a few moments of indignation under Democratic questioning, indicated he was on track for confirmation. Democrats probed Gorsuch on whether he would be willing to hold Trump accountable. Asked by Senator Patrick Leahy whether a president has the power to violate a law on surveillance of Americans, Gorsuch said, “Nobody is above the law in this country, and that includes the president of the United States.” Republican Senator Lindsey Graham said if Trump resumes the use of waterboarding, a prohibited form of simulated drowning, on detainees, he “may get impeached.” Gorsuch said he would not speculate on whether Trump could be prosecuted if he authorized waterboarding, but repeated, “No man is above the law.” Republicans have praised Gorsuch, 49, as highly qualified for a lifetime appointment as a justice. Democrats, who have slim chances of blocking his nomination, have questioned his suitability, with some portraying him as favoring corporate interests and insufficiently independent from Trump. Chuck Grassley, the panel’s Republican chairman, asked Gorsuch “whether you’d have any trouble ruling against a president who appointed you.” “That’s a softball, Mr. Chairman,” Gorsuch said. “I have no difficulty ruling against or for any party, other than based on what the law and facts in the particular case require. And I’m heartened by the support I have received from people who recognize that there’s no such thing as a Republican judge or a Democratic judge. We just have judges in this country.” “I have offered no promises on how I’d rule in any case to anyone. And I don’t think it’s appropriate for a judge to do so, no matter who’s doing the asking,” Gorsuch added. Gorsuch refused to offer his opinion of Trump’s travel ban, saying it was an ongoing case. When Leahy brought up a Republican lawmaker’s suggestion that Gorsuch would uphold Trump’s ban, the nominee said, “A lot of people say a lot of silly things” and that lawmaker “has no idea how I’d rule.” Gorsuch said rulings should be based on the law and not politics, adding, “A good judge doesn’t give a whit about politics or the political implications of his or her decision.” Democratic Senator Sheldon Whitehouse pressed Gorsuch to call for the anonymous financial backers behind the Judicial Crisis Network conservative legal advocacy group’s $10 million campaign supporting his nomination to identify themselves, but the nominee refused, saying he would not engage in politics. But Gorsuch added, “Nobody speaks for me.” The seat Gorsuch was nominated to fill has been vacant since the February 2016 death of conservative justice Antonin Scalia. Some Democrats have said Republicans “stole” a Supreme Court seat last year when the Senate refused to consider former Democratic President Barack Obama’s nominee to replace Scalia, appellate judge Merrick Garland. Questioned by Leahy, Gorsuch called Garland an “outstanding judge,” but refused to answer whether Obama’s nominee had been treated fairly by Senate Republicans. Gorsuch said Supreme Court precedents deserve respect, even as he sidestepped answering whether he thought a series of contentious cases from the past had been decided correctly, including Roe v. Wade and cases on gun rights, political spending, religious rights and the ruling tipping the 2000 presidential election to Republican George W. Bush. Gorsuch did say that the issue of gay marriage, which the Supreme Court legalized in 2015, was “absolutely settled law.” Senate Democratic leader Chuck Schumer told reporters Gorsuch looked like “he’s playing dodge ball,” saying the nominee “has bent over backwards to avoid revealing anything.” The confirmation hearing resumes on Wednesday morning and is scheduled to last through Thursday. Grassley has said the committee is likely to vote on Gorsuch’s nomination on April 3. Senate Majority Leader Mitch McConnell said the full Senate would vote on confirming Gorsuch before lawmakers’ mid-April recess.",1,Real,3
"House Speaker visits White House ahead of healthcare vote WASHINGTON - U.S. House of Representatives Speaker Paul Ryan made a trip to the White House on Friday to meet with President Donald Trump as the healthcare legislation was being hotly debated on Capitol Hill, its fate uncertain. A White House official said Ryan and Trump would discuss Republican efforts to get enough votes to secure passage of the bill that aims to repeal and replace Obamacare.",1,Real,1
"Man Attacks Lexington Student With Machete For Not Being A Republican A student at Transylvania University was injured she was attacked by a man wielding a machete. The attacker, identified as Mitchell Adkins, entered a cafe on campus and started asking people what their political party affiliation was. In addition to the machete, he had a bag that was filled with knives. Mark Barnard, the police chief, said the victim was taken to the hospital and is expected to make a full recovery. Classes at the university were cancelled for the rest of the day.Of the victim, Transylvania University President Seamus Carey said she is safe and her family is with her at the University of Kentucky Hospital. Adkins, who may be a former student at the school, was also taken to the hospital to be evaluated. A guy came in, banged something, a hatchet or an ax, on the table and said the day of reckoning has come. He asked somebody what their political affiliation was, they said Republican and the guy said you are safe. And then I realized what was going on and started getting people out, said Tristan Reynolds, another student who was in the coffee shop at the time of the attack. He reported that there were between 30 and 40 people in the cafe at the time. We started to scatter and then very, very quickly campus security was getting everybody sheltered and secure. They were very on it. The cafe is popular with students. They like to go there for breakfast and coffee, according to Reynolds, who is the editor of The Rambler, the Transylvania student paper. One thing that sets this cafe apart is its open floor plan.The coffee shop, which is inside the Glenn Building, has an open floor plan and is a popular spot for students to get coffee and breakfast, Reynolds said. He is the editor-in-chief of the Transylvania student newspaper, The Rambler, and was with other members of the paper s staff at the cafe at time of the attack.Lexington police, along with the security officers for the University of Transylvania, were given active shooter training a few weeks ago. This exercise also went onto how to lock down sites and the best way to keep students, faculty and staff safe. Seamus Carey, the president of the university said, They ve always been amazing and today they proved their worth again. They were there immediately. They saved what could have been a much more disastrous situation and I d also like to commend the Lexington police for responding immediately as well. Adkins has a history of complaining about discrimination against conservatives. He wrote a letter to the student paper in which he said, Being a Republican in this school makes me such a minority that I ve had to face discrimination on a daily basis. Transylvania is a predominantly Democratic school. I m always happy to listen to other people s opinions, but as soon as I give my own, I m called a bigot, an a -le, some even go as far as fascist Nazi.",0,Fake,5
"'What Happened': Clinton memoir looks at 2016 election, Russia, sexism NEW YORK - Hillary Clinton’s memoir about her failed attempt to win last year’s U.S. presidential election will be called “What Happened,” a declaration rather than a question, her publisher said in the run-up to its September 12 release. Among the things the Democratic nominee will say happened are sexism against the first woman to be the presidential candidate for a major U.S. party and “an unprecedented assault on our democracy by a foreign adversary,” according to publicity material from the publisher, Simon and Schuster. Staff in Clinton’s campaign and at Democratic party headquarters saw thousands of their internal emails stolen and published online last year. U.S. intelligence agencies have said that Russian intelligence agencies stole the emails as part of an effort by Russian President Vladimir Putin to foil Clinton’s chances of becoming president. Putin has denied the charges, and U.S. President Donald Trump has expressed doubt about the conclusion of intelligence agencies he oversees. In a tweet on Thursday, Clinton said, “Writing ‘What Happened’ was hard, so is what we see every day. As we move forward & fight back, I hope this helps.” Clinton has at times faced intense scrutiny by the media and political opponents for more than 25 years since her husband, Bill Clinton, successfully sought the U.S. presidency in 1992. “In the past, for reasons I try to explain, I’ve often felt I had to be careful in public, like I was up on a wire without a net,” Clinton wrote in the book’s introduction. “Now I’m letting my guard down.” Despite polls showing the former secretary of state was expected to triumph in the election last November, Clinton won only 227 electoral college votes to Trump’s 304. She won the popular vote by about 2.9 million votes. Since then, she has made a handful of speeches and public appearances while working on the book. In April, she told the Women in the World Summit in New York City that she had no intention of running for another public office and that she was writing a book that, in part, delves into what derailed her attempt to become America’s first woman president. “For people who are interested in this, the nearly 66 million people who voted for me, I want to give as clear and as credible an explanation as I can,” she said. Clinton has also faulted the manner in which the Federal Bureau of Investigation, under director James Comey, investigated how she managed her email, some of which involved classified information, when she was secretary of state. Chuck Schumer, the Senate minority leader, told the Washington Post last week, “When you lose to somebody who has 40 percent popularity, you don’t blame other things — Comey, Russia— you blame yourself.” Clinton and Trump were the most unpopular U.S. presidential candidates in modern polling history.",1,Real,2
"Democrats to join Trump, Republicans in talks to avert government shutdown WASHINGTON - Democratic leaders in Congress on Monday accepted an invitation to meet U.S. President Donald Trump and Republicans for talks to avert a government shutdown this week, even as the Democrats pressed demands on funding priorities and protecting young immigrants. House of Representatives Democratic leader Nancy Pelosi and Senate Democratic leader Chuck Schumer, who canceled a meeting with Trump last week after he posted a disparaging note about them on Twitter, said on Monday they hoped the president would remain open-minded about reaching a deal with Democrats. “We need to reach a budget agreement that equally boosts funds for our military and key priorities here at home,” Pelosi and Schumer said in a statement. “There is a bipartisan path forward on all of these items.” The meeting was scheduled for Thursday, a day before funding for the federal government is due to run out. House Republicans over the weekend introduced a stopgap measure that would fund the government at current levels until Dec. 22 to give lawmakers time to reach a deal on a longer-term bill. Congress is expected to vote on the measure this week. Conservative members of the House Freedom Caucus asked House Republican leaders to extend the duration of the stopgap measure through Dec. 30 in exchange for their votes for the House to go to conference with the Senate on tax legislation, which moved Congress closer to a final bill for a major tax overhaul. “There is a better chance of going to the 30th than the 22nd, but no commitment,” Representative Mark Meadows, chairman of the Freedom Caucus, told reporters. The House Republican leadership agreed to consider the Dec. 30 date and talk to the Senate leadership about it, a House Republican leadership aide said. Trump is scheduled to have lunch with Republican members of the Senate at the White House on Tuesday. Republicans have a majority in both the House and Senate. But they will need some Democratic support to get the spending bill past Senate procedural hurdles that require 60 votes, since there are only 52 Republicans in the 100-member chamber. Schumer said on Monday that everyone should be working to avoid a shutdown, and he did not believe Republican congressional leaders wanted one. “The only one at the moment who’s flirted with a shutdown is President Trump, who tweeted earlier this year that ‘we could use a good shutdown to fix the mess,’” Schumer said. The Republican bill will provide some short-term help for states that are running out of money to finance a health insurance program for lower-income children, Republican aides said. Schumer and Pelosi on Monday listed that program among their priorities, which also included the opioid crisis, pension plans, rural infrastructure and protection for young immigrants brought to the United States illegally as children, known as “Dreamers.” Those young immigrants must be taken care of now, Senate Democratic whip Dick Durbin declared on the Senate floor. He said Democrats had offered in return to toughen border security, a Republican priority. “How can we in good conscience pass a spending bill giving authority and resources to this administration to go out and arrest and deport these young people - and not address the underlying issue of their legality and future in the United States?” Durbin asked.",1,Real,1
"Texas Sheriff Threatens To Jail Truck Owner For Anti-Trump Sticker Good news everyone! All crime in Texas has been solved. How do we know this? Because Fort Bend County Sheriff Troy E. Nehls has announced that he s going on a crusade against protected political speech.Apparently, the Sheriff saw someone s anti-Trump sticker he placed on his truck and decided to take action pleasing the tortured little snowflakes who contacted him about it but also showing that not only he but an unnamed prosecutor is corrupt as f*ck. I have received numerous calls regarding the offensive display on this truck as it is often seen along FM 359. If you know who owns this truck or it is yours, I would like to discuss it with you, the Sheriff posted on Facebook Wednesday. Our Prosecutor has informed us she would accept Disorderly Conduct charges regarding it, but I feel we could come to an agreement regarding a modification to it. Yes, disorderly conduct. For a sticker. Because it s anti-Trump.Sorry, Sheriff. No agreement is necessary, as it is not a crime to criticize the President or people who voted for him. Naturally, Americans stopped by to laugh at the sheriff who claims that saying mean things about Trump constitutes an immediate breach of the peace : Unfortunately for the Sheriff, this matter was decided in the 1971 Supreme Court case, Cohen v. California. A man was convicted for disturbing the peace by wearing a f*ck the draft jacket, but the Supreme Court told those who would abuse the justice system by punishing protected political speech to f*ck off.Unfortunately, the goal here isn t to successfully prosecute someone. It s to make sure that the owner of the truck pays for being mean to Trump.Featured image via screengrab",0,Fake,5
"Married GOP Lawmaker And Trump Campaign Member BUSTED In Hotel With Teenage Boy As if Donald Trump needs help delegitimizing his party, a senior member of his campaign in Oklahoma, state Senator Ralph Shortey, was forced to resign after being caught in a hotel room with a 17-year-old male prostitute.In true Trump style, Shortey tried to spin the encounter as him just helping the kid earn some money for his Spring Break by letting the kid earn his way with sexual stuff. In online messages, he told him: I m gonna f**k you like a good little boy if you keep calling me daddy. He also referred to having sex with the teen s boy p*ssy, baby boy .Source: Pink NewsAccording to court documents, Shortey was reported by a friend of the boy, who saw him getting into an SUV. The friend followed them to the hotel room, where he saw the boy enter with a strange man. The friend called the teen s father, who called the police.While the age of consent in Oklahoma is only 16, having sex with a prostitute under 18 is something else altogether. Shortey has been charged with engaging in child prostitution, engaging in prostitution within 1,000 feet of a church and transporting a minor for prostitution. All the charges are felonies. He s out on $100,000 bail.Here s the video:Shortey s statement following resignation fell short of admitting to his crimes, instead calling them a distraction. Earlier today, I submitted my resignation, effective immediately, to the President Pro Tempore of the Oklahoma Senate, as well as to Governor Fallin. I thank the constituents of Senate District 44 for the opportunity they provided to serve. Because I take that responsibility seriously, I recognize that the charges against me are a distraction to their interests and the remaining legislative session, which should serve all Oklahomans. My resignation is evidence of my respect for public service and the duties of our elected officials. I ask for the privacy of my family my wife and four daughters as I defend myself of these charges.Source: KFOR",0,Fake,5
"Sarah Palin Cheers On Trump’s Persecution Of The Free Press And Gets HUMILIATED For It America s village idiot got her ass handed to her for applauding Donald Trump s effort to destroy our free press.When Trump held his first press conference in six months on Wednesday and used it to declare that CNN and Buzzfeed are fake news sources that will suffer consequences under his tyrannical rule, Palin crowed about it on Facebook. Thank God really, literally thank God we re not facing a third Obama term. If you caught PE-Trump s first presser today, you saw it, she began.Palin went on to accuse the media of lying and even accused them of disrespecting our veterans before bragging about how Trump is decimating the press.For one, when PE-Trump takes on corrupt lying lapdog media it is vindication and validation for those without a microphone who ve been shot by reporters engaged in politics of personal destruction.These journalists bad characters that they are hurt our nation tremendously; they disrespect those who fought and died to protect America s freedom of the press; they spit upon the graves of our veterans. We deem those reporters and their publications irrelevant now.HOPE in this arena soars upon seeing a fearless leader take on injustice.APPRECIATION fills our heart when our new President exudes our collective red, white and blue courage in the face of purveyors of yellow journalism. Press members have worked as a herd of lost little lazy sheep. The herd is now decimated.America s challenges can now be tackled with seriousness.The impossible burden of dealing with unethical mediums is off our shoulder and that s one less excuse leaders will have as we ask them to finally do the job we send them to do in Washington.Here s the full post via Facebook.Of course Sarah Palin would cheer on the persecution of the press, because answering questions is hard for her. We re talking about a woman who couldn t even answer a simple question about what newspaper she reads. Apparently, she still blames the media for her inability to give a simple answer.But Americans did not appreciate Palin s attack on our free press and promptly humiliated her for it on I can Pee Russia from your house! I m President Trump January 11, In fact, we are thanking God that you have not been appointed to any position in the new administration. A silver lining. John Zimmer January 11, His two terms have come to an end. And now we re faced with someone as stupid as you. Desiree January 11, thank Jesus, Buddha, and Sponge Bob YOU didn t get into office Dredstone January 11, remember in the Bible when God said, And be sure to grab them by the pussy. You aren t a Christian; you re a hypocrite. Trumpmares January 11, you re the worst. Don t you have some snowmobiling to do? My Cuckabee January 11, yep no Obama 3rd term. Just a Putin 1st term. You are such a fake patriot. You are dividing America. Put country over party Davy January 11, #Obama and Biden whipped your sorry ass obviously America wanted them more than your hillbilly style AssAndElephant January 11, U mad? you lost to Obama hard, and are now a national monument to backwards GOP ignorance and hypocrisy My Cuckabee January 11, 2017Featured image via Malia Litman s Blog",0,Fake,5
"Michelle Obama Opens A Can Of Whoop A** On Trump Without Ever Mentioning His Name Without even mentioning Donald Trump s name former First Lady Michelle Obama opened a can of whoop ass on his administration Thursday, saying that the White House is currently being led by fear. Mrs Obama was speaking at a tech conference in Utah, and said that her husband s presidency was built on hope, while Trump s is being led with fear, according to The Salt Lake Tribune. It isn t just us first, she said, referring to Trump s America first agenda. We live in a big country and a big world, she said. You can t just want to help someone in a hurricane and not make sure they can go to the doctor when they re sick. At the United Nations, Trump again reiterated his America First policies. As president of the United States, I will always put America first, just like you as the leaders of your countries will always and should always put your countries first, he said.Mrs. Obama said that things are tough right now and suggested that we re being tested but added that she continues to be hopeful that the political climate will improve.An audience member urged the former First Lady to run for president in 2020, but she said, Oh, no! Running for office is nowhere on the radar screen, but continuing in public service is something I will do for the rest of my life. Mrs. Obama isn t alone in her thinking of the current administration.According to a new Gallup poll, the majority of Americans think Trump lacks courage and is generally unprepared as a leader.Only 22 percent of Americans describe Trump as prepared; 25 percent said he s consistent; 28 percent said he s inspiring, and only 32 percent feel that the former reality show star is courageous.In contrast, 66 percent of Americans described President Barack Obama as a strong and decisive leader, and by 72 percent as a man willing to make hard decisions in a Gallup poll released at the same point in his first term, back in 2009.Photo by Olivier Douliery-Pool/Getty Images.",0,Fake,5
"Donald Trump Nominates The Only Black Guy He Knows To Oversee Inner City Housing Ben Carson Dr. Ben Carson Dr. Ben Carson the brain surgeon has been tapped as one of Donald Trump s cabinet members. Now, despite Carson s expertise being in medicine, Donald Trump has chosen Carson to head the Department of Housing and Urban Development , which is the agency that gives low-income families access to housing.Despite living in the inner city of New York for all of his life, Donald Trump has a long habit of conflating black people with the inner city. Republicans in general have that habit.During the second presidential debate, Donald Trump was asked whether he could be a president to all the people in the United States. He had a very specific answer: I would be a president for all of the people, African Americans, the inner cities, he replied. Later in the debate, he spoke again of how he was going to help the African Americans, who lived in inner cities, suffering from high poverty rates, bad educational systems, and no jobs.Source: The AtlanticWell, it s simply not true. Most African-Americans do not live in the inner city and most live above the poverty line, but that doesn t stop Trump and Republicans from their two dimensional view of African-Americans, which is likely the exact reason Trump chose Carson as his inner city spokesperson. Carson is African-American, and the fact that he has literally no experience at doing anything remotely relevant to that job is completely beside the point. You see, black people, according to Trump, are black before they are anything else even black brain surgeons. Am I reading too much into the nomination? Well, here are Trump s words: I am thrilled to nominate Dr. Ben Carson as our next Secretary of the U.S. Department of Housing and Urban Development. Ben Carson has a brilliant mind and is passionate about strengthening communities and families within those communities, Trump is quoted as saying in a statement released by his transition team Monday.Source: Washington PostTo be fair, Carson did grow up in public housing. Although, he turned his back on the inner cities and despite the fact that he wouldn t be where he is without government assistance, he, like so many Republicans, wants to deprive others of government assistance.And then there s the fact that he has no experience in the government, and even he acknowledged that he was too inexperienced for a position he might have actually been qualified for. His name had been fielded for being in charge of the Department of Health and Human Services. Carson is reported to have turned it down, citing his lack of government qualifications.So why is he suddenly qualified for HUD? Well, it s likely because the Trump administration has no plans whatsoever to help those in need find housing. Carson will be a figure head, but his skin is dark, so who better to tell poor people that they ll be screwed for the next four years?Featured image via Ty Wright/Getty Images.",0,Fake,6
"EPA watchdog expands audit of administrator's travel: memo WASHINGTON - The U.S. Environmental Protection Agency’s watchdog is expanding a review of administrator Scott Pruitt’s frequent travels to his home state Oklahoma to include more recent trips taken on military and charter flights, according to a memo seen on Friday. The Office of Inspector General had been investigating the “frequency, cost and extent” of Pruitt’s travels to Oklahoma through July 31, and will now expand the “active audit” to include all travel, including the use of private and military flights he has taken up to Sept. 30. The expanded review coincides with heightened scrutiny surrounding the travels of President Donald Trump’s cabinet officials with reports that some have spent tens and hundreds of thousands of dollars for non-commercial flights. Health and Human Services Secretary Tom Price resigned last week over his use of costly private charter planes for government business. The Interior Department’s own inspector general last week confirmed it also opened an investigation into travels by Interior Secretary Ryan Zinke after receiving numerous complaints about his use of three chartered flights, including one on an aircraft owned by an oil and gas executive. Energy Secretary Rick Perry also used a private charter flight last week, Reuters reported. The flight cost $11,000, according to travel records provided to Reuters by the Department of Energy. The records show that Perry took four non-commercial flights between May and last week totaling nearly $56,000 of taxpayer money. Department spokeswoman Shaylyn Hayes said in a statement on Friday that in the “rare instances where government-owned or chartered aircraft have been used, trips were pre-approved by an Ethics officer within the Office of General Counsel.” Separately, a spokeswoman for the Energy Department’s inspector general office could not confirm nor deny whether it is investigating his travels. In addition to investigating the frequency of Pruitt’s travels, the watchdog is also evaluating whether Pruitt followed EPA travel protocols and whether “EPA’s policies and procedures are sufficiently designed to prevent fraud, waste and abuse with the Administrator’s travel.” Pruitt has taken at least four flights that were either not commercial or military-chartered since mid-February, according to government records. EPA spokeswoman Liz Bowman said the four non-commercial flights had been cleared by EPA lawyers. Pruitt had also traveled to Oklahoma on at least 43 of the 92 days of March, April and May, according to copies of his travel records obtained by the Environmental Integrity Project watchdog and reviewed by Reuters last month, which prompted the initial investigation.",1,Real,8
"Trump’s Approval Rating Takes Game-Changing Turn In 11 Pro-Trump States Donald Trump s approval rating continues to plummet in its downward spiral, and it seems to be getting lower by the week. The latest bad news for the man baby in the White House will be that more Americans disapprove of Trump s job performance than approve in 31 states across the country. Here s the real kicker this includes 11 states that he d actually won in November!It turns out, not even Trump s most supportive audiences are willing to stand by him after watching him try to burn our country to the ground on a weekly basis. The states that have changed their minds about Trump include Pennsylvania, Wisconsin, Michigan and Florida, Ohio, Iowa, North Carolina, Georgia, Arizona and two states that shocked everyone Indiana and Texas.You can check out how the states are rating Trump below:Trump has been setting records left and right during his presidency and almost 100% of it is negative. Over the last three months, Gallup noted that the disgraceful POTUS approval rating has set records lows for a president in his second quarter.When many of those states might have supported Trump last year, it seems they re running in the opposite direction now. In Texas and Indiana, there is now a major difference between the states approval of Trump in November, and how the American people feel about him now. For example, in Indiana , Trump had won that state by 19 points in November. Less than a year later, he is now one point underwater. In Texas, Trump had won by nine points last year. Now, he s nine points under in that state.This is not looking good for Trump at all, as he is consistently failing in each of these once pro-Trump states:What this tells us is that even Trump s supporters are getting tired of his bullsh*t and are regretful that they didn t put their vote behind a real presidential candidate. Any Republican who wanted to give Trump the benefit of the doubt is certainly having second thoughts now.To a normal leader, this would be devastating. Any respectable president would be panicking and consumed with how they are going to turn this around. But not Trump! Last week, Trump said that his ridiculously low approval rating of almost 40 percent was not bad at this time even though he d set a record low.Featured image via Win McNamee/Getty Images",0,Fake,5
"Trudeau defends Canada's dairy system against Trump protectionist charge OTTAWA - Canadian Prime Minister Justin Trudeau on Thursday brushed off an attack by U.S. President Donald Trump on Canada’s system of dairy protections, saying every nation defended its agricultural industries. Trudeau told Bloomberg Television that the United States in fact ran a dairy surplus with Canada. Trump took aim at Canada’s dairy industry this week and said on Thursday “what they’ve done to our dairy farm workers is a disgrace”. Canada’s dairy sector is protected by high tariffs on imported products and controls on domestic production as a means of supporting prices that farmers receive. Trudeau said the system “works very well” in Canada. “Let’s not pretend we’re in a global free market when it comes to agriculture,” he said. “Every country protects, for good reason, its agricultural industries.” Trump’s comments were the second time this week he has attacked Canada’s dairy industry and on Thursday he included the lumber, timber and energy sectors in a list of what he said were problematic areas of trade. Canadian Foreign Minister Chrystia Freeland, asked for a reaction, rejected the suggestion of wrongdoing. “Canada strongly believes in a rules-based system of trade, and therefore always abides by and upholds the rules that govern trade,” she said in an e-mailed statement. Trump said the United States will report in the next two weeks what it intends to do with the North American Free Trade Agreement , which he has promised to renegotiate. The threat to get rid of or alter NAFTA is a potential problem for Canada, whose biggest trade partner is the United States. Trudeau said he would not “overreact” and planned to move the trade conversation forward “in a way that both protects our consumers and our agricultural producers.” He also said he saw an opportunity to engage with the U.S. President. “He has shown if he says one thing and actually hears good counter arguments or good reasons why he should shift his position, he will take a different position if it’s a better one, if the arguments win him over,” Trudeau said. The two nations are embroiled in a long-standing dispute over exports of Canadian softwood lumber, which U.S. producers complain are unfairly subsidized. “Our producers and workers have never been found in the wrong .. the United States needs Canadian lumber. A protracted dispute will only drive up the cost of wood and homes for U.S. consumers,” Freeland said.",1,Real,7
"Senate tax plan does not kill electric vehicle credit WASHINGTON - A U.S. Senate tax reform proposal unveiled on Thursday does not eliminate a $7,500 electric vehicle tax credit as Republicans in the U.S. House of Representatives have proposed. Killing the credit could hurt automakers like General Motors Co, Volkswagen AG, Tesla Inc and Nissan Motor Co. Current law allows automakers to use the credit, which phases out after an automaker hits 200,000 plug-in vehicles sold. Electric vehicles have expensive batteries that make them pricier than gasoline-powered vehicles.",1,Real,1
