cleaned_text,label_numeric,label
"WATCH: Justin Trudeau Has The PERFECT Response To Trump’s Idiotic Tweets Canadian Prime Minister Justin Trudeau participated in a forum on Thursday, which was hosted by the New York Times, to discuss current relations between Canada and the United States. Trudeau was as suave as ever for the most part and tried hard to play down the fact that Donald Trump is a raving f*cking lunatic. However, when the conversation turned to Trump s tweets, he accidentally pointed out what an irresponsible child the current President actually is.Trudeau was asked if he has his phone set to notify him when Trump sends out a tweet, like many of us do. Without even trying, the Prime Minister s response made Trump look like a damn fool. There s no question that the way the President chooses to speak directly to people through social media is a new wrinkle in international diplomacy, Trudeau replied. He explained that deciphering how serious to take any given tweet of Trump s is important so that Canada can respond without reacting to a similar level. The interviewers continued to press Trudeau on the matter, asking him if he is in bed, like the rest of us, looking at Twitter at night? And that is when it came. He made Trump look like an absolute moron simply by doing his job and not being a Twitter-obsessed narcissist. No, I tend to focus on the things I need to do, on my job, Trudeau said, causing the audience to burst into laughter. Realizing that he had just unintentionally wiped the floor with Trump, he added, If I get woken up at night, it better be for something more important than a tweet. This just caused the crowd to laugh even harder. By anyone! he said as an afterthought, but the everyone in the room was still howling with laughter.You can watch a video of this exchange below and you can watch Trudeau s entire interview here:Featured image via Win McNamee/Getty Images",0,Fake
"U.S. Justice Dept official should not review AT&T/Time Warner deal: senator WASHINGTON - U.S. Senator Elizabeth Warren on Thursday urged the Justice Department’s top antitrust official to recuse himself from an ongoing review of AT&T Inc’s planned $85.4 billion acquisition of Time Warner Inc. She urged Assistant Attorney General for Antitrust Makan Delrahim, who was confirmed late last month, not to take part in the review because of his previous statement that the merger did not pose a “major antitrust problem.” “Your refusal to recuse yourself will undermine public confidence in the division’s ability to reach an unbiased final decision in the matter,” Warren wrote in the letter. Warren’s concern over the deal is based on the fact that AT&T already owns DirecTV, which means that the proposed transaction would combine the biggest pay TV provider with a major U.S. content provider. Time Warner’s stable of content includes the premium cable channel HBO, TNT and news channel CNN, among others. AT&T said last month it plans to reinvest more advertising revenue into content as it goes head-to-head with online streaming services such as Netflix Inc. AT&T declined to comment and has said it hopes to complete the transaction by the end of the year. The Justice Department did not immediately respond to a request for comment.",1,Real
"Twitter HAMMERS Trump After He Says The Dumbest Thing Yet About Russian Hackers On Tuesday, Donald Trump once again amped up the stupidity in his latest attack on intelligence agencies namely the CIA who have the gall to correctly state that Vladimir Putin spearheaded an effort to influence our election and effectively install a big orange puppet in office through a series of hacks and propaganda campaigns. The Intelligence briefing on so-called Russian hacking was delayed until Friday, perhaps more time needed to build a case, Trump tweeted. Very strange! The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange! Donald J. Trump January 4, 2017Now, it might seem strange that The Donald is concerned with an intelligence briefing given that he is famous for skipping them, but this one represents an opportunity to further kiss up to Vladimir Putin and attack the CIA . On Saturday, Trump said that he knows things that other people don t know about the hacks and that we can t be sure who actually did it .Now, Trump knows a lot about postponing things like his press conference concerning his numerous conflicts of interest he doesn t want to address. But just because a delay in Trump world means something nefarious, it is probably just a teensy bit irresponsible of Trump to assume everyone is the same as he.Naturally, Twitter seized upon the opportunity to once again jam a collective boot up the president-elect s orifice pic.twitter.com/bNm40X2qg7 The Socialist Party January 4, 2017Your ""press conference"" on ""divesting from conflicts"" was postponed a month. Perhaps time needed to refine lies. Strange! @realDonaldTrump Freddy Scott January 4, Should they wear a special shirt so you know which team they are on? Because it doesn't seem like you do. pourmecoffee January 4, Right you're the next president of the United States, but THIS is what's strange. Shannon Watts January 4, What's ""strange"" is that you put ""intelligence"" in quotations like you don't understand the word ""intelligence"". Tony Posnanski January 4, should private information about your private intelligence briefings really be tweeted about? Jack Slater January 4, 2017This is also very strange. @TiernanDouieb @realDonaldTrump pic.twitter.com/2xo7WKArVJ Trump's chins January 4, How dare they delay! What do they think this is? A press conference about your conflicts of interest? Nick Jack Pappas January 4, Doesn't Putin brief you on hacking when he wakes you up in the morning? Tony Posnanski January 4, Why don't you ask them why they need the extra time instead of posting this passive aggressive nonsense? Ian Boothby January 4, I believe you when you say Russia never hacked us because if you were right about Diet Coke, you must be right on Russia. pic.twitter.com/gX2xEDhZGe Kristina Wong January 4, what I truly find strange is how did a piece of ?with a toupee learn to talk? pic.twitter.com/Jo49qy6hYR Geesubay January 4, 2017Dear @realDonaldTrump whenever you make your sarcastic, ""mean girl"" air-quotes, I always imagine you doing this trademark, prissy gesture: pic.twitter.com/dWmW9CgMPw Mrs. Betty Bowers January 4, Also ""very strange"": word is you're not speaking tom. on your inside info on hacking- which you said you'd reveal Tues/Wed? Not Maureen Dowd January 4, 2017Trump has repeatedly denied that Putin or Russia was involved in the hacks . Earlier this week, I met separately with FBI [Director] James Comey and DNI Jim Clapper, and there is strong consensus among us on the scope, nature, and intent of Russian interference in our presidential election, CIA Director John Brennan said recently. CIA officials say it is quite clear that the hacks were intended to install Trump in office.The Electoral College failed us as the last line of defense against exactly this nightmare scenario. An authoritarian, racist, inept, useless orange lump is about to step into the Oval Office. It is up to us to oppose him every step of the way this year, to stand strong against his agenda of hate and corruption. Remind yourself each morning that this is not normal because we absolutely cannot risk allowing it to become so.Featured image via screengrab and Drew Angerer/Getty Images",0,Fake
"Eric Holder Just Hilariously Called Trump Out On Arpaio: Obama Never Asked Me To Drop A Case Former Attorney General Eric Holder responded to a report that Donald Trump asked Attorney General Jeff Sessions to drop the charges against Joe Arpaio by throwing shade at the crooked administration on Twitter.The Washington Post published an article on Saturday claiming that Trump had personally asked Sessions to abandon the case against Arpaio, who was convicted of criminal contempt charges after ignoring a federal court order. Holder tweeted out that in all the years he had worked as Attorney General under former President Obama, he had never once been asked to drop charges against anybody, ever. Number of times over six years that President Obama called and asked me to think about dropping a case: ZERO, Holder tweeted on Sunday, with a link to the article written by the Post included.Number of times over six years that President Obama called and asked me to think about dropping a case: ZERO Eric Holder August 27, 2017According to the Post, Trump s advisers told him that asking Sessions to drop the Arpaio case would be a mistake but naturally, he did it anyway. When the charges against Arpaio moved forward, Trump decided that it didn t matter because he was just going to pardon him if he was convicted anyway. What are friends for? Right?Arpaio was convicted of criminal contempt charges after a federal court ordered him to stop the racist policing practices he employed as sheriff of Maricopa County, which included jailing suspected illegal immigrants in a tent city. Despite the court s ruling that his practices were discriminatory and violated the Constitution, Arpaio basically gave a middle finger to the judge and continued his bigoted tactics.Trump pardoned his loyal supporter on Friday night while the nation was being ravaged by Hurricane Harvey. He was promptly condemned for this move by both Democrats and Republicans alike. Even House Speaker Paul Ryan spoke out against Trump s decision to pardon Arpaio on Saturday.Featured image via Slaven Vlasic/Getty Images",0,Fake
"WATCH: Racist Fox News Goon Gets PUNKED By Comedian On The Streets When Fox News goon Jesse Watters went to Chinatown in New York to put together an incredibly racist segment filled with Asian stereotypes, it caused national outrage.Now Watters is getting a taste of his own medicine thanks to comedian Jason Selvig.During Watter s racist report, he talked to residents who didn t speak much English, asked them if they know karate and if they can take care of North Korea for us. Fox News, Bill O Reilly, and Watters disrespected and insulted the Asian-American community that day, and they have still not issued an apology despite Asian-American organizations raining hell on them with statement after statement condemning the segment.So Selvig treated Watters the same way.Selvig approached Watters on the street and gave him a hug before saying hello to him using a racist Asian accent. Pretty good, right? Selvig asked Watters. It s racist like you like. A confused Watters then realizes what s going on and tries to run away like a coward. But Selvig continues mocking him by pitching future segments Watters should consider for his next man-on-the-streets bit. Just a bunch of black people eating fried chicken? Selvig suggests. How about just Mexicans eating tacos? Selvig then suggests a segment on gay people, but then remembers that Watters already did that and shows some footage of it. Oh just like, call all Muslims terrorists, Selvig continues before nixing the idea because I guess you guys already do. Selvig tells Watters that he ll leave him alone if he plugs his movie Undecided. When Watters avoids doing so, Selvig takes matters into his own hands and declares that it s endorsed by Fox News.Here s the video via Facebook:Jesse Watters and Fox News should think twice before doing such a segment ever again. In fact, they should just not do these kinds of segments at all. But if they do, perhaps comedians from all over can approach Watters on the streets and mock him. It s called karma, and Watters just got a taste of it.Featured Image: Screenshot",0,Fake
"Twitter Just BANNED Martin Shkreli For Cyberstalking An Anti-Trump Teen Vogue Writer Martin Shkreli is a creep and not just because he raised the price of a life-saving medication astronomically then spent every waking hour snarkily defending that awful decision or any of the other bazillion terrible things he has done that have previously made headlines. Shreli finally did something so horrible that even Twitter couldn t tolerate it. Joining the ranks of white supremacist right-wing trolls Milo Yiannopolos and Charles Johnson , he now finds himself banned from Twitter after harassing a Teen Vogue writer.Lauren Duca, who penned the legendary and scathing Donald Trump is Gaslighting America op-ed that came as close as is possible to literally causing conservative heads to explode, received a rather creepy message from Shkreli on Thursday and decided to share it with the world. It was regarding Trump s inauguration, and Shkreli s desire for her to be his plus one. Obviously, this was intended to harass Duca rather than as an actual invitation; it is, of course, obvious that she would not wish to attend, so she offered the appropriate response: I would rather eat my own organs. I would rather eat my own organs pic.twitter.com/IgeCRZqk8w Lauren Duca January 5, 2017But Shkreli didn t stop there. He responded by adding a line to his Twitter bio, reading that he has a small crush on @laurenduca. Then, he changed his profile photo to that of Duca and her husband, with his own face Photoshopped on top of Mr. Duca s. Then, he changed his banner to a mega-creepy collage of photos of Duca and, just to top it all off, lyrics from All-4-One s I Swear.Shkreli s followers then bombarded Duca with more Photoshopped images of her together with him. Reached for comment shortly before the suspension, Shkreli told The Verge that he didn t view his actions as against Duca s will because she did not tell him to stop or respond to his creepy messages at all.Twitter banned Shkreli s account Sunday afternoon, shortly after Duca tweeted screenshots to CEO Jack Dorsey.Featured image via screengrab",0,Fake
"What we know about U.S. probes of Russian meddling in 2016 election - U.S. intelligence agencies have alleged that Russia interfered in the 2016 presidential election to benefit President Donald Trump. Law enforcement agencies and congressional committees are investigating Russian meddling and possible collusion with members of Trump’s campaign. Here is what is publicly known and not known: How did the investigations begin? Former President Barack Obama ordered U.S. intelligence agencies to assess whether Russia tried to intervene in the election after a cyber attack on the Democratic National Committee in July 2016 and the publication of thousands of hacked personal emails from Hillary Clinton’s campaign manager in the month before the Nov. 8 election. Obama told intelligence officials to deliver a report on possible foreign interference before he left the White House in January 2017. What did the intelligence agencies find? The Central Intelligence Agency, the Federal Bureau of Investigation and the National Security Agency concluded in a report declassified in January that Russian President Vladimir Putin ordered a campaign not just to undermine confidence in the U.S. electoral system but to affect the outcome. The agencies said Putin and the Russian government had a clear preference for Trump to win the White House. Putin’s associates hacked information, paid social media “trolls” and backed efforts by Russian government agencies and state-funded media to sway public opinion, the agencies said. The report stopped short of assessing whether Russia succeeded in swaying the election result. Putin and other Russian officials have repeatedly denied interfering in the U.S. election. How many U.S. investigations are there into Russian election meddling? Comey told the House Intelligence Committee on March 20 that the FBI was investigating Moscow’s role in the election, including possible collusion with Trump’s campaign. The Justice Department announced on May 17 that it had appointed Robert Mueller, a former FBI director, as special counsel to lead an independent Russia probe. Mueller would, if the evidence merits, work in tandem with the FBI to handle any related criminal prosecutions. In addition, there are multiple committees in the Senate and House of Representatives investigating various aspects of Russian election meddling. What has Trump said about Russia’s role in the election? He has not taken a clear public position. At a July 2016 news conference, Trump addressed an FBI probe into Clinton’s use of a private email system when she was secretary of state and emails that had possibly been deleted by saying: “I will tell you this, Russia: if you’re listening, I hope you’re able to find the 30,000 emails that are missing.” He subsequently dismissed reports, including from U.S. intelligence officials, that Russia had attempted to intervene in the election on his behalf. The first time Trump said he accepted the findings of the intelligence agencies was at a Jan. 11 news conference ahead of his inauguration. “As far as hacking, I think it was Russia,” Trump said, although he added: “It could have been others also.” Trump said in May that China may have hacked the emails of Democratic officials to meddle with the election, offering no evidence and countering the view of intelligence officials. Trump has made clear on multiple occasions he believes the Russia investigations have run their course and should be closed. “The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?” he wrote on Twitter on May 8. On May 30, Trump tweeted: “Russian officials must be laughing at the U.S. & how a lame excuse for why the Dems lost the election has taken over the Fake News.” Did the FBI probe continue after Comey’s dismissal? There is no evidence that the FBI ended or paused its investigation after Comey’s departure. Andrew McCabe, who is leading the agency as acting director, promised the Senate Intelligence Committee that Comey’s firing would not affect the investigation and that he will notify the committee of any attempt to delay or derail it. Trump on June 6 chose former U.S. Justice Department official Christopher Wray, who represented New Jersey Governor Chris Christie in the so-called Bridgegate scandal, to be the next FBI director. Wray will need Senate confirmation. Why was Comey fired? The White House cited a May 9 letter to Trump from Attorney General Jeff Sessions that attached a memo from Rod Rosenstein, the deputy attorney general, on “Restoring Confidence in the FBI” that recommended Comey’s dismissal. Rosenstein’s memo said Comey erred in July 2016 by announcing the FBI had been examining Clinton’s use of a private email server and that the case should be closed without prosecution. Rosenstein’s view was that Comey’s decision to make a public statement broke with longstanding FBI precedent and should have been handled by the then-U.S. attorney general, Loretta Lynch. Trump called Comey a “showboat” and “grandstander” in an interview with NBC News on May 11, saying that he would have fired Comey regardless of Rosenstein’s recommendation. Was Comey’s firing related to the FBI’s Russia probe? Comey told the Senate Intelligence Committee he believes his dismissal was directly related to the FBI’s Russia probe. “I know I was fired because of something about the way I was conducting the Russia investigation, was in some way putting pressure on him, in some way irritating him, and he decided to fire me because of that,” Comey said in his June 8 testimony. Trump asked Comey to end the agency’s investigation of Michael Flynn, his former national security adviser, and also to make some sort of public statement that he was not personally under investigation in order to clear “the cloud” hanging over his presidency, according Comey’s testimony. Comey said he found it concerning that Trump would ask him to drop the agency’s probe of Flynn and declined to state publicly that Trump himself was not under investigation, in part because it would create a “duty to correct” if that changed. “I need loyalty, I expect loyalty,” Trump told Comey at a Jan. 27 dinner, according to Comey. Less than a week before he was fired, Comey told a congressional panel that it made him “mildly nauseous” that he may have affected the outcome of the election by publicly re-opening and then re-closing the Clinton email probe days before the election. In an unorthodox move, Great America Alliance, an offshoot of a pro-Trump super PAC devoted to promoting the White House agenda, developed a television ad called “Showboat” to air as Comey testified. The ad claims Comey was “consumed with election meddling” at the expense of fighting terrorism. Has there been any fallout for Trump associates over contacts with Russia before, during or after the election campaign? Flynn was fired in February. The White House said he had misled Vice President Mike Pence about the contacts he had with Russia’s ambassador to the United States, Sergei Kislyak, before Trump took office. On May 9, federal prosecutors issued grand jury subpoenas seeking business records from people who worked with Flynn when he was a private citizen. On May 10, the Senate Intelligence Committee issued the first subpoena in its Russia investigation, demanding documents from Flynn. He provided the first batch on June 6. Sessions had to recuse himself from involvement in Russia-related probes at the Justice Department because he had not told Congress of his own contacts with Kislyak in 2016. Rosenstein is handling matters related to Russia and it is he who appointed Mueller as special counsel. Is Trump himself under investigation? Mueller’s probe has expanded to include examining whether Trump obstructed justice by attempting to curtail the FBI’s probe of Russian meddling, the Washington Post reported on June 14. In the short letter Trump sent to Comey dismissing him from the FBI, he had thanked Comey for informing him that he was not under investigation. Comey has confirmed that Trump was not personally under investigation at any point before his dismissal from the FBI. The Post reported the scope of the probe expanded to include Trump shortly after Comey’s dismissal, citing government officials. Trump’s personal lawyer, Marc Kasowitz, denied Trump ever told Comey he needed and expected his loyalty.",1,Real
"Comey to testify to U.S. Senate intelligence panel on June 8 WASHINGTON - Former FBI Director James Comey will testify before the Senate Intelligence Committee on June 8 as part of its probe into alleged Russian meddling in the U.S. presidential election and possible collusion with President Donald Trump’s campaign, the committee said on Thursday. It said Comey would testify in an open session at 10 a.m., followed by a closed session. The former FBI chief, who was fired by Trump on May 9, is expected to testify on conversations he had with Trump in which the president reportedly asked him to drop an investigation into former White House national security adviser Michael Flynn.",1,Real
"Trump to give State of the Union address on Jan. 30: White House WASHINGTON - U.S. President Donald Trump has accepted an invitation by Congress to deliver a State of the Union address on Jan. 30, White House spokeswoman Sarah Sanders told reporters on Thursday. U.S. House of Representatives Speaker Paul Ryan extended the invitation to Trump earlier on Thursday to make the address to Congress. The speech, typically given every year of a president’s term except the first, reports on the current condition of the United States and allows the leader to outline legislative and other priorities.",1,Real
"Trump Team Getting Approval On White Nationalist Nominees From The Worst Lying Troll On The Web There s a man who s been permanently banned from Twitter for threats and harassment, and was once known as the most hated man on the Internet, who s working behind the scenes to advise, and even approve of, some of Trump s nominees. That man is Charles Chuck Johnson , and he s used his platform to spread racist hate and outright lies.And Forbes reports that he s working to help pick Trump s administration.One of the least reputable, most hateful, vengeful trolls on the entire planet is helping Trump s transition team with various nominees. And not just any nominees the worst nominees. The far-right, white nationalist, anti-Semitic, misogynistic nominees. The ones known to be alt-right, which is the most laughable term for that crowd ever.Johnson fancies himself a debunker of frauds, but he s no stranger to lies and severely unethical behavior himself. He s the man who claimed that the Sony hack, which happened at the hands of North Korea, was actually an inside job. This is the man who tweeted that he needed help in taking out DeRay McKesson, which is what got him permanently banned .He has a history of relentlessly attacking, and even doxing, elitist journalists, left-wing activists, lying women and thuggish black men, and anyone he thinks has screwed him over in some way. You know, typical troll stuff that puts people in real-life danger.Johnson also worked for Steve Bannon at Breitbart, and Bannon is a known white nationalist. Bannon is the one that turned Breitbart from a heavily right-wing news site into a conspiracy site that pushes the white nationalist agenda. So, in a way, it makes sense that Johnson would be advising Trump s transition team.It was Johnson himself who first said that he was involved with vetting nominees, which sounds pretty far-fetched on the surface and could have been a way for him to puff himself up. Given his history of self-promotion, that wouldn t have been surprising.However, multiple sources close to Trump s team confirmed to Forbes that Johnson actually is working behind the scenes with the transition team, and possibly with people as high in the chain as Peter Thiel, who was one of Trump s biggest campaign donors .It is sick and disgusting that someone who s made a name for himself by spreading lies and doxing people is working on a presidential transition like this. It s also par for the course, which just makes us want to barf.Featured image via screen capture",0,Fake
"Leaving the Paris climate deal will take the U.S. years: Juncker BERLIN - Europe must make clear to the United States that quitting the Paris climate agreement is not a straightforward process, and that fully leaving the deal will take years, European Commission President Jean-Claude Juncker said on Wednesday. “Europe’s duty is to say: it’s not like that,” Juncker told a student conference on the future of Europe organized by the German employers’ association BDA. “The Americans can’t just leave the climate protection agreement. Mr. Trump believes that because he doesn’t know the details.” In reality, it would take several years for the U.S. to extricate itself from the obligations that flow from having signed the agreement, the head of the European Union’s executive arm added.",1,Real
"U.S. auto safety advocacy group names Obama-era official to top post - U.S. auto safety advocacy group Center for Auto Safety has appointed an official with a track record in federal government consumer protection agencies as its new executive director, the industry body said on Tuesday. Jason Levine, who spent about six years at the U.S. Consumer Product Safety Commission during the administration of former president Barack Obama, succeeds Clarence Ditlow, who died in November last year. Levine has also served in the Federal Election Commission and the U.S. Department of Health and Human Services. The Center for Auto Safety was founded in 1970 by consumer rights advocate Ralph Nader and Consumers Union.",1,Real
"U.S. 'making a lot of progress' on North Korea issue: Trump NEW YORK - President Donald Trump said on Thursday the United States was making progress on the North Korean issue, ahead of an expected sanctions announcement by Washington over Pyongyang’s ballistic and nuclear weapons program. “I think we’re making a lot of progress in a lot of ways,” Trump said before going into a meeting with South Korean President Moon Jae-in on the sidelines of the U.N. General Assembly.",1,Real
"Trump-Backed Republican Candidate Bodyslams Journalist Night Before Election The Montana Republican running for a congressional seat against a formidable Democratic opponent in a crucial special election just bodyslammed a journalist. In front of a bunch of other journalists. And a bunch of stunned bystanders. And a crowd of his own campaign volunteers and aides. The incident was so violent that the police were called.Guardian reporter Ben Jacobs says he was slammed to the ground by Republican Greg Gianforte so hard that the impact broke his glasses.Greg Gianforte just body slammed me and broke my glasses Ben Jacobs May 24, 2017A Buzzfeed reporter who was there at the time described what she saw.This happened behind a half closed door, so I didn t see it all, but here s what it looked like from the outside Alexis Levinson May 24, 2017Ben walked into a room where a local tv crew was set up for an interview with Gianforte Alexis Levinson May 24, 2017All of a sudden I heard a giant crash and saw Ben s feet fly in the air as he hit the floor Alexis Levinson May 24, 2017Heard very angry yelling sounded like Gianforte Alexis Levinson May 24, 2017Ben walked out holding his broken glasses in his hand and said he just bodyslammed me Alexis Levinson May 24, 2017The assault was also apparently caught on tape. Jacobs says a local news crew has the audio.There was a local TV crew there when Gianforte body slammed me. Audio is posting soon at @GuardianUS Ben Jacobs May 24, 2017Alexis Levinson also snapped a picture of cops and EMTs arriving on scene.This is the scene outside pic.twitter.com/xAin0jkhFo Alexis Levinson May 24, 2017Gianforte reportedly fled the scene, leaving in a car full of his aides and bailing on the event. It s unclear if Gianforte will be charged with the assault, but attacking a reporter literally a day before an election is unprecedented. The local sheriffs department was seen taking witness statements.It s not clear what caused the assault, but Ben Jacobs had recently caught Gianforte secretly investing $250,000 in several US-sanctioned Russian companies. It seems likely that the two things are linked.This assault happens less than 24 hours before polls open in Montana. The seat is meant to replace former GOP Rep. Ryan Zinke who Trump picked to run the Department of the Interior. Trump selected Zinke in part because Republicans believed that no Democrat could win the deep-red Montana seat then Trump got into office, destroyed his credibility and that of the Republican Party and now the Democratic challenger Rob Quist has a real chance of winning.Naturally, the Trump family is linked to Gianforte. Add this to the numerous scandals and bad characters they ve attached themselves too. Trump s son, Don Jr. showed up at several Gianforte rally to help try to secure the seat for Republicans. The two have become close, spending quality time together during a recent a gopher hunting vacation. Seriously.And the audio just dropped. It s really, really bad.Here's the audio of Gianforte from The Guardian: pic.twitter.com/BJVqcd6baq Kyle Griffin May 25, 2017Featured image via Justin Sullivan/Getty Images",0,Fake
"Trump Breaks ANOTHER Huge Campaign Promise, Stabs Followers In The Back Yet Again During his campaign, Donald Trump routinely called Hillary Clinton crooked and at one point he told supporters his Democratic opponent should be in prison. Trump s supporters responded by chanting Lock her up! at each of his rallies.No matter how many times she was absolved after countless investigation, conservatives were sure Clinton was corrupt and they were certain Trump would hold her accountable. As it happens, Trump will not follow through with that campaign promise.Trump aide Kellyanne Conway tried to spin Trump s sudden flip-flop on MSNBC s Morning Joe : I think when the President-elect, who s also the head of your party, tells you before he s even inaugurated that he doesn t wish to pursue these charges, it sends a very strong message, tone, and content to other Republicans, former Trump campaign manager Kellyanne Conway said Tuesday. If Donald Trump can help her heal, then perhaps that s a good thing to do, Conway continued, adding that Clinton still has to face the fact that a majority of Americans don t find her to be honest or trustworthy. Well, that s a lie. Votes are still being counted but as of right now, Clinton leads in the popular vote by 1.7 million. I think he s thinking of many different things as he prepares to become the president of the United States, and things that sound like the campaign are not among them, she said.Watch: Special prosecutor, here we come, Right? Trump said in October as the crowd began another lock her up chant. If I win, we re going to appoint a special prosecutor, Trump said. Because we cannot allow this to happen in our country. This isn t the first campaign promise Trump has broken and he s not even in office yet. The president-elect is not really going to fully repeal Obamacare. Mexico is not going to pay for the wall even though he whipped his supporters into a frenzy over that concept at each rally. Trump is now embracing NATO, the alliance he claimed was obsolete. The Trump presidency is going to be about only one thing: Donald Trump.Image via screen capture.",0,Fake
"Republican Trashes Senate’s Health Care Bill, Accuses Them Of ‘Trying To Hide Something’ The Senate Republicans have attracted loads of criticism and backlash for being super shady and secretive while creating their latest version of the American Health Care Act and rightfully so. This has taken place behind closed doors, with very little information being let out to the American public. Luckily, some GOPers are taking a stand against it.Rep. Pete King didn t mince his words as he railed against his fellow conservative lawmakers. In an interview with Long Island radio host Jay Oliver earlier today, King went off on Senate Republicans and accused them of trying to hide something in a blistering rant. King said: Listen, there has to be private meetings all the time, but I think there should be more public debate on it. It looks like they re trying to hide something and it does add to conspiracy theories and everything else. Oliver suggested that the secrecy of the Republican Party over this made it look like Senate GOPers were trying to do something underhanded, and King couldn t agree more. Proving that there are some Republicans who actually do have spines, King said: This looks too secretive. It s going to put a cloud over the whole final product Keeping America and other politicians in the dark is a bad move for Senate Republicans, and will likely result in failure. Many Democrats and GOPers are highly concerned about what s being done in these Senate meetings, and many are openly condemning the drafting process. You can listen to King trash the Senate below:King has spoken his mind before, many times against his own party. King trashed the GOP a second time today when it came to the victory of Karen Handel last night in Georgia s special election. While many GOPers were celebrating, King criticized Trump for his Twitter behavior, and told the tweet-happy POTUS don t bother tweeting. Featured image via Win McNamee/Getty Images",0,Fake
"Eric Trump Just Said Something Monumentally Stupid And Twitter Is ROASTING Him For It It s no secret that team Trump is all in a tizzy over Jill Stein s recount attempts in multiple states, but Eric Trump may have just entered a whole new level of idiocy with what he just said and posted on Twitter.He tweeted a link to a Forbes article entitled, The Cost Of Stein/Clinton s Wisconsin Vote Recount Could Have Saved At Least 5,000 Children s Lives, which says nothing about the legitimacy of the recount at all, and is simply a fun clickbait fallacy for the right wing to circlejerk around. And he tweeted it with the caption, The Sad Truth: The Cost Of Stein/Clinton s #Wisconsin Vote Recount Could Have Saved At Least 5,000 Children s Lives. Here s the tweet in question: The Sad Truth: The Cost Of Stein/Clinton s #Wisconsin Vote Recount Could Have Saved At Least 5,000 Children s Lives Eric Trump December 4, 2016In case you are struck speechless, much as I was, don t worry; Twitter has us covered. Below are some fantastic and all-too-true responses: @EricTrump @Forbes says the guy that literally sits on golden chairs in a house made of gold Truthbomb December 4, 2016 @EricTrump So could the 24-karat gold-plated seatbelt buckles on your dad s plane. But, Democracy. Nick Bilton December 4, 2016 @EricTrump you know what else helps saving people s lives? paying taxes Special Kebab December 4, 2016 @EricTrump Are You Fucking Kidding Me?!? Pot, Meet Kettle. Hypocrite! #NotMyPresident #Resist #AuditTheVote ? #NotMYPresident! December 4, 2016 @HelloMittyKitty @Hc2016Now @EricTrump You have that kind of cash. Don t see you saving 5k lives.Killing big game is better,right? BeTheChange December 4, 2016 @EricTrump How many lives could be saved with the money required to protect your family in NY? A Good Stoic December 4, 2016 @EricTrump How much is your daddy s bullshit idea to move Mommy 3 and half-brother Barron into the WH gonna cost, Junior Mister Burns? James Schlarmann December 4, 2016 @EricTrump @Forbes think how many children s lives could be saved with the taxes your dad doesn t pay Truthbomb December 4, 2016 @EricTrump @Forbes think of how many endangered animals you would save if you d quit poaching them. Truthbomb December 4, 2016 @EricTrump your foundation could have too but paintings of your dad were more important. #fraud margo December 4, 2016 @EricTrump Let s see you dad s tax returns to see how charitable he is. HRC+2.59M PV December 4, 2016 @EricTrump Oh please share with us your wisdom on the ways of giving. Perhaps a glance at your taxes to show all your charitible donations? The Saddest American December 4, 2016All great points!Featured image via Spencer Platt/Getty Images",0,Fake
"The Bush Administration Deleted 22 Million Emails, But Trump Won’t Talk About It Donald Trump loves talking about email scandals, apparently so then why hasn t he mentioned the millions of emails lost by the Bush administration? On April 27, 2007, an estimated five million emails relevant to an ongoing investigation of eight U.S. attorneys being fired were lost. As it turns out that number is closer to 22 million.The New York Times reported:WASHINGTON, April 11 Political advisers to President Bush may have improperly used their Republican National Committee e-mail accounts to conduct official government business, and some communications that are required to be preserved under federal law may be lost as a result, White House officials said Wednesday.Of the 1,000 White House officials with political duties, 22 including Karl Rove, the chief political strategist have Republican National Committee accounts that are supposed to be used only for campaign-related work.So, while Hillary Clinton has got plenty of attention for emails she lost, the media has forgotten about this scandal by the Bush administration. Big surprise, right? It s not like it s relevant, or anything. Condoleezza Rice and Colin Powell also had private email, but we don t talk about that, either. I wonder why? It couldn t have anything to do with the need for ratings, or the need to somehow create a close race between Hillary, who is eminently qualified, and the raging dumpster fire that is Trump, could it?Even more worryingly, many times Cheney s emails were unavailable for weeks at a time, with archives also unavailable. And yet, not a peep from Republicans, and certainly nothing from Donald Trump. It s almost as if, after 30 years of non-scandals failing to go anywhere, they re getting a little bit desperate.Donald Trump, on the other hand, has set the bar lower than ever before when it comes to transparency. He won t release medical records, he won t release tax returns, and he won t reveal his business connections or how he intends to profit from the office of the presidency. His war on the press has made it clear he has no respect for the first amendment or the right to dissent. And his scandals are only just getting started something tells me investigations of Trump won t be so fruitless.",0,Fake
